Randomizer Version: 4.6.0
Random Seed: 8190105131538
Settings String: 321YQgEATL8AP8AAgEEAAIeAxgIFAAAFAA+AQABEgAAAAAABAAYMtkyAQAICTIGBAAyAAUAC0VtZXJhbGQgKFUp/oaDOOPDOIo=

--Pokemon Base Stats & Types--
NUM|NAME      |TYPE             |  HP| ATK| DEF|SATK|SDEF| SPD|ABILITY1    |ABILITY2    |ITEM
MACHOKE Lvs 15-25        HP 80  ATK 100 DEF 70  SPATK 50  SPDEF 60  SPEED 45 
BUTTERFREE Lvs 25-30     HP 60  ATK 45  DEF 50  SPATK 80  SPDEF 80  SPEED 70 
BUTTERFREE Lvs 25-30     HP 60  ATK 45  DEF 50  SPATK 80  SPDEF 80  SPEED 70 

Set #53 - ROUTE 106 Fishing (rate=30)
FEEBAS Lvs 5-10          HP 20  ATK 15  DEF 20  SPATK 10  SPDEF 55  SPEED 80 
LUDICOLO Lvs 5-10        HP 80  ATK 70  DEF 70  SPATK 90  SPDEF 100 SPEED 70 
FEEBAS Lvs 10-30         HP 20  ATK 15  DEF 20  SPATK 10  SPDEF 55  SPEED 80 
LUDICOLO Lvs 10-30       HP 80  ATK 70  DEF 70  SPATK 90  SPDEF 100 SPEED 70 
CROCONAW Lvs 10-30       HP 65  ATK 80  DEF 80  SPATK 59  SPDEF 63  SPEED 58 
CROCONAW Lvs 25-30       HP 65  ATK 80  DEF 80  SPATK 59  SPDEF 63  SPEED 58 
CROCONAW Lvs 30-35       HP 65  ATK 80  DEF 80  SPATK 59  SPDEF 63  SPEED 58 
CROCONAW Lvs 20-25       HP 65  ATK 80  DEF 80  SPATK 59  SPDEF 63  SPEED 58 
CROCONAW Lvs 35-40       HP 65  ATK 80  DEF 80  SPATK 59  SPDEF 63  SPEED 58 
CROCONAW Lvs 40-45       HP 65  ATK 80  DEF 80  SPATK 59  SPDEF 63  SPEED 58 

Set #54 - ROUTE 107 Surfing (rate=4)
CLOYSTER Lvs 5-35        HP 50  ATK 95  DEF 180 SPATK 85  SPDEF 45  SPEED 70 
DUNSPARCE Lvs 10-30      HP 100 ATK 70  DEF 70  SPATK 65  SPDEF 65  SPEED 45 
DUNSPARCE Lvs 15-25      HP 100 ATK 70  DEF 70  SPATK 65  SPDEF 65  SPEED 45 
SUNKERN Lvs 25-30        HP 30  ATK 30  DEF 30  SPATK 30  SPDEF 30  SPEED 30 
SUNKERN Lvs 25-30        HP 30  ATK 30  DEF 30  SPATK 30  SPDEF 30  SPEED 30 

Set #55 - ROUTE 107 Fishing (rate=30)
METAPOD Lvs 5-10         HP 50  ATK 20  DEF 55  SPATK 25  SPDEF 25  SPEED 30 
WHISMUR Lvs 5-10         HP 64  ATK 51  DEF 23  SPATK 51  SPDEF 23  SPEED 28 
METAPOD Lvs 10-30        HP 50  ATK 20  DEF 55  SPATK 25  SPDEF 25  SPEED 30 
WHISMUR Lvs 10-30        HP 64  ATK 51  DEF 23  SPATK 51  SPDEF 23  SPEED 28 
SCYTHER Lvs 10-30        HP 70  ATK 110 DEF 80  SPATK 55  SPDEF 80  SPEED 105
SCYTHER Lvs 25-30        HP 70  ATK 110 DEF 80  SPATK 55  SPDEF 80  SPEED 105
SCYTHER Lvs 30-35        HP 70  ATK 110 DEF 80  SPATK 55  SPDEF 80  SPEED 105
SCYTHER Lvs 20-25        HP 70  ATK 110 DEF 80  SPATK 55  SPDEF 80  SPEED 105
SCYTHER Lvs 35-40        HP 70  ATK 110 DEF 80  SPATK 55  SPDEF 80  SPEED 105
SCYTHER Lvs 40-45        HP 70  ATK 110 DEF 80  SPATK 55  SPDEF 80  SPEED 105

Set #56 - ROUTE 108 Surfing (rate=4)
GASTLY Lvs 5-35          HP 30  ATK 35  DEF 30  SPATK 100 SPDEF 35  SPEED 80 
SENTRET Lvs 10-30        HP 35  ATK 46  DEF 34  SPATK 35  SPDEF 45  SPEED 20 
SENTRET Lvs 15-25        HP 35  ATK 46  DEF 34  SPATK 35  SPDEF 45  SPEED 20 
METANG Lvs 25-30         HP 60  ATK 75  DEF 100 SPATK 55  SPDEF 80  SPEED 50 
METANG Lvs 25-30         HP 60  ATK 75  DEF 100 SPATK 55  SPDEF 80  SPEED 50 

Set #57 - ROUTE 108 Fishing (rate=30)
TREECKO Lvs 5-10         HP 40  ATK 45  DEF 35  SPATK 65  SPDEF 55  SPEED 70 
CLEFABLE Lvs 5-10        HP 95  ATK 70  DEF 73  SPATK 85  SPDEF 90  SPEED 60 
TREECKO Lvs 10-30        HP 40  ATK 45  DEF 35  SPATK 65  SPDEF 55  SPEED 70 
CLEFABLE Lvs 10-30       HP 95  ATK 70  DEF 73  SPATK 85  SPDEF 90  SPEED 60 
ZIGZAGOON Lvs 10-30      HP 38  ATK 30  DEF 41  SPATK 30  SPDEF 41  SPEED 60 
ZIGZAGOON Lvs 25-30      HP 38  ATK 30  DEF 41  SPATK 30  SPDEF 41  SPEED 60 
ZIGZAGOON Lvs 30-35      HP 38  ATK 30  DEF 41  SPATK 30  SPDEF 41  SPEED 60 
ZIGZAGOON Lvs 20-25      HP 38  ATK 30  DEF 41  SPATK 30  SPDEF 41  SPEED 60 
ZIGZAGOON Lvs 35-40      HP 38  ATK 30  DEF 41  SPATK 30  SPDEF 41  SPEED 60 
ZIGZAGOON Lvs 40-45      HP 38  ATK 30  DEF 41  SPATK 30  SPDEF 41  SPEED 60 

Set #58 - ROUTE 109 Surfing (rate=4)
MR. MIME Lvs 5-35        HP 40  ATK 45  DEF 65  SPATK 100 SPDEF 120 SPEED 90 
GARDEVOIR Lvs 10-30      HP 68  ATK 65  DEF 65  SPATK 125 SPDEF 115 SPEED 80 
GARDEVOIR Lvs 15-25      HP 68  ATK 65  DEF 65  SPATK 125 SPDEF 115 SPEED 80 
ELECTRIKE Lvs 25-30      HP 40  ATK 45  DEF 40  SPATK 65  SPDEF 40  SPEED 65 
ELECTRIKE Lvs 25-30      HP 40  ATK 45  DEF 40  SPATK 65  SPDEF 40  SPEED 65 

Set #59 - ROUTE 109 Fishing (rate=30)
MASQUERAIN Lvs 5-10      HP 70  ATK 60  DEF 62  SPATK 80  SPDEF 82  SPEED 60 
PARASECT Lvs 5-10        HP 60  ATK 95  DEF 80  SPATK 60  SPDEF 80  SPEED 30 
MASQUERAIN Lvs 10-30     HP 70  ATK 60  DEF 62  SPATK 80  SPDEF 82  SPEED 60 
PARASECT Lvs 10-30       HP 60  ATK 95  DEF 80  SPATK 60  SPDEF 80  SPEED 30 
ZUBAT Lvs 10-30          HP 40  ATK 45  DEF 35  SPATK 30  SPDEF 40  SPEED 55 
ZUBAT Lvs 25-30          HP 40  ATK 45  DEF 35  SPATK 30  SPDEF 40  SPEED 55 
ZUBAT Lvs 30-35          HP 40  ATK 45  DEF 35  SPATK 30  SPDEF 40  SPEED 55 
ZUBAT Lvs 20-25          HP 40  ATK 45  DEF 35  SPATK 30  SPDEF 40  SPEED 55 
ZUBAT Lvs 35-40          HP 40  ATK 45  DEF 35  SPATK 30  SPDEF 40  SPEED 55 
ZUBAT Lvs 40-45          HP 40  ATK 45  DEF 35  SPATK 30  SPDEF 40  SPEED 55 

Set #60 - ROUTE 115 Grass/Cave (rate=20)
SQUIRTLE Lv23            HP 44  ATK 48  DEF 65  SPATK 50  SPDEF 64  SPEED 43 
GROVYLE Lv23             HP 50  ATK 65  DEF 45  SPATK 85  SPDEF 65  SPEED 95 
SQUIRTLE Lv25            HP 44  ATK 48  DEF 65  SPATK 50  SPDEF 64  SPEED 43 
GROVYLE Lv24             HP 50  ATK 65  DEF 45  SPATK 85  SPDEF 65  SPEED 95 
GROVYLE Lv25             HP 50  ATK 65  DEF 45  SPATK 85  SPDEF 65  SPEED 95 
VENONAT Lv25             HP 60  ATK 55  DEF 50  SPATK 40  SPDEF 55  SPEED 45 
DIGLETT Lv24             HP 10  ATK 55  DEF 25  SPATK 35  SPDEF 45  SPEED 95 
DIGLETT Lv25             HP 10  ATK 55  DEF 25  SPATK 35  SPDEF 45  SPEED 95 
TAUROS Lv24              HP 75  ATK 100 DEF 95  SPATK 40  SPDEF 70  SPEED 110
TAUROS Lv24              HP 75  ATK 100 DEF 95  SPATK 40  SPDEF 70  SPEED 110
TAUROS Lv26              HP 75  ATK 100 DEF 95  SPATK 40  SPDEF 70  SPEED 110
TAUROS Lv25              HP 75  ATK 100 DEF 95  SPATK 40  SPDEF 70  SPEED 110

Set #61 - ROUTE 115 Surfing (rate=4)
LUDICOLO Lvs 5-35        HP 80  ATK 70  DEF 70  SPATK 90  SPDEF 100 SPEED 70 
TOGETIC Lvs 10-30        HP 55  ATK 40  DEF 85  SPATK 80  SPDEF 105 SPEED 40 
TOGETIC Lvs 15-25        HP 55  ATK 40  DEF 85  SPATK 80  SPDEF 105 SPEED 40 
JOLTEON Lvs 25-30        HP 65  ATK 65  DEF 60  SPATK 110 SPDEF 95  SPEED 130
JOLTEON Lvs 25-30        HP 65  ATK 65  DEF 60  SPATK 110 SPDEF 95  SPEED 130

Set #62 - ROUTE 115 Fishing (rate=30)
GOLDUCK Lvs 5-10         HP 80  ATK 82  DEF 78  SPATK 95  SPDEF 80  SPEED 85 
OMANYTE Lvs 5-10         HP 35  ATK 40  DEF 100 SPATK 90  SPDEF 55  SPEED 35 
GOLDUCK Lvs 10-30        HP 80  ATK 82  DEF 78  SPATK 95  SPDEF 80  SPEED 85 
OMANYTE Lvs 10-30        HP 35  ATK 40  DEF 100 SPATK 90  SPDEF 55  SPEED 35 
REGISTEEL Lvs 10-30      HP 80  ATK 75  DEF 150 SPATK 75  SPDEF 150 SPEED 50 
REGISTEEL Lvs 25-30      HP 80  ATK 75  DEF 150 SPATK 75  SPDEF 150 SPEED 50 
REGISTEEL Lvs 30-35      HP 80  ATK 75  DEF 150 SPATK 75  SPDEF 150 SPEED 50 
REGISTEEL Lvs 20-25      HP 80  ATK 75  DEF 150 SPATK 75  SPDEF 150 SPEED 50 
REGISTEEL Lvs 35-40      HP 80  ATK 75  DEF 150 SPATK 75  SPDEF 150 SPEED 50 
REGISTEEL Lvs 40-45      HP 80  ATK 75  DEF 150 SPATK 75  SPDEF 150 SPEED 50 

Set #63 - NEW MAUVILLE Grass/Cave (rate=10)
CORSOLA Lv24             HP 55  ATK 55  DEF 85  SPATK 65  SPDEF 85  SPEED 35 
NOSEPASS Lv24            HP 30  ATK 45  DEF 135 SPATK 45  SPDEF 90  SPEED 30 
CORSOLA Lv25             HP 55  ATK 55  DEF 85  SPATK 65  SPDEF 85  SPEED 35 
NOSEPASS Lv25            HP 30  ATK 45  DEF 135 SPATK 45  SPDEF 90  SPEED 30 
CORSOLA Lv23             HP 55  ATK 55  DEF 85  SPATK 65  SPDEF 85  SPEED 35 
NOSEPASS Lv23            HP 30  ATK 45  DEF 135 SPATK 45  SPDEF 90  SPEED 30 
CORSOLA Lv26             HP 55  ATK 55  DEF 85  SPATK 65  SPDEF 85  SPEED 35 
NOSEPASS Lv26            HP 30  ATK 45  DEF 135 SPATK 45  SPDEF 90  SPEED 30 
CORSOLA Lv22             HP 55  ATK 55  DEF 85  SPATK 65  SPDEF 85  SPEED 35 
NOSEPASS Lv22            HP 30  ATK 45  DEF 135 SPATK 45  SPDEF 90  SPEED 30 
UNOWN Lv26               HP 48  ATK 72  DEF 48  SPATK 72  SPDEF 48  SPEED 48 
WIGGLYTUFF Lv26          HP 140 ATK 70  DEF 45  SPATK 75  SPDEF 50  SPEED 45 

Set #64 - ROUTE 119 Grass/Cave (rate=15)
HAUNTER Lv25             HP 45  ATK 50  DEF 45  SPATK 115 SPDEF 55  SPEED 95 
BELLSPROUT Lv25          HP 50  ATK 75  DEF 35  SPATK 70  SPDEF 30  SPEED 40 
HAUNTER Lv27             HP 45  ATK 50  DEF 45  SPATK 115 SPDEF 55  SPEED 95 
LARVITAR Lv25            HP 50  ATK 64  DEF 50  SPATK 45  SPDEF 50  SPEED 41 
BELLSPROUT Lv27          HP 50  ATK 75  DEF 35  SPATK 70  SPDEF 30  SPEED 40 
LARVITAR Lv26            HP 50  ATK 64  DEF 50  SPATK 45  SPDEF 50  SPEED 41 
LARVITAR Lv27            HP 50  ATK 64  DEF 50  SPATK 45  SPDEF 50  SPEED 41 
LARVITAR Lv24            HP 50  ATK 64  DEF 50  SPATK 45  SPDEF 50  SPEED 41 
SPEAROW Lv25             HP 40  ATK 60  DEF 30  SPATK 31  SPDEF 31  SPEED 70 
SPEAROW Lv26             HP 40  ATK 60  DEF 30  SPATK 31  SPDEF 31  SPEED 70 
SPEAROW Lv27             HP 40  ATK 60  DEF 30  SPATK 31  SPDEF 31  SPEED 70 
CLEFABLE Lv25            HP 95  ATK 70  DEF 73  SPATK 85  SPDEF 90  SPEED 60 

Set #65 - ROUTE 119 Surfing (rate=4)
TORKOAL Lvs 5-35         HP 70  ATK 85  DEF 140 SPATK 85  SPDEF 70  SPEED 20 
IGGLYBUFF Lvs 10-30      HP 90  ATK 30  DEF 15  SPATK 40  SPDEF 20  SPEED 15 
IGGLYBUFF Lvs 15-25      HP 90  ATK 30  DEF 15  SPATK 40  SPDEF 20  SPEED 15 
VULPIX Lvs 25-30         HP 38  ATK 41  DEF 40  SPATK 50  SPDEF 65  SPEED 65 
VULPIX Lvs 25-30         HP 38  ATK 41  DEF 40  SPATK 50  SPDEF 65  SPEED 65 

Set #66 - ROUTE 119 Fishing (rate=30)
VENUSAUR Lvs 5-10        HP 80  ATK 82  DEF 83  SPATK 100 SPDEF 100 SPEED 80 
LUGIA Lvs 5-10           HP 106 ATK 90  DEF 130 SPATK 90  SPDEF 154 SPEED 110
VENUSAUR Lvs 10-30       HP 80  ATK 82  DEF 83  SPATK 100 SPDEF 100 SPEED 80 
LUGIA Lvs 10-30          HP 106 ATK 90  DEF 130 SPATK 90  SPDEF 154 SPEED 110
BUTTERFREE Lvs 10-30     HP 60  ATK 45  DEF 50  SPATK 80  SPDEF 80  SPEED 70 
BUTTERFREE Lvs 25-30     HP 60  ATK 45  DEF 50  SPATK 80  SPDEF 80  SPEED 70 
BUTTERFREE Lvs 30-35     HP 60  ATK 45  DEF 50  SPATK 80  SPDEF 80  SPEED 70 
BUTTERFREE Lvs 20-25     HP 60  ATK 45  DEF 50  SPATK 80  SPDEF 80  SPEED 70 
BUTTERFREE Lvs 35-40     HP 60  ATK 45  DEF 50  SPATK 80  SPDEF 80  SPEED 70 
BUTTERFREE Lvs 40-45     HP 60  ATK 45  DEF 50  SPATK 80  SPDEF 80  SPEED 70 

Set #67 - ROUTE 120 Grass/Cave (rate=20)
POLIWHIRL Lv25           HP 65  ATK 65  DEF 65  SPATK 50  SPDEF 50  SPEED 90 
NUZLEAF Lv25             HP 70  ATK 70  DEF 40  SPATK 60  SPDEF 40  SPEED 60 
NUZLEAF Lv27             HP 70  ATK 70  DEF 40  SPATK 60  SPDEF 40  SPEED 60 
LUVDISC Lv25             HP 43  ATK 30  DEF 55  SPATK 40  SPDEF 65  SPEED 97 
DITTO Lv25               HP 48  ATK 48  DEF 48  SPATK 48  SPDEF 48  SPEED 48 
LUVDISC Lv26             HP 43  ATK 30  DEF 55  SPATK 40  SPDEF 65  SPEED 97 
LUVDISC Lv27             HP 43  ATK 30  DEF 55  SPATK 40  SPDEF 65  SPEED 97 
DITTO Lv27               HP 48  ATK 48  DEF 48  SPATK 48  SPDEF 48  SPEED 48 
MAGMAR Lv25              HP 65  ATK 95  DEF 57  SPATK 100 SPDEF 85  SPEED 93 
MAGMAR Lv27              HP 65  ATK 95  DEF 57  SPATK 100 SPDEF 85  SPEED 93 
OCTILLERY Lv25           HP 75  ATK 105 DEF 75  SPATK 105 SPDEF 75  SPEED 45 
PILOSWINE Lv25           HP 100 ATK 100 DEF 80  SPATK 60  SPDEF 60  SPEED 50 

Set #68 - ROUTE 120 Surfing (rate=4)
KABUTO Lvs 20-30         HP 30  ATK 80  DEF 90  SPATK 55  SPDEF 45  SPEED 55 
KABUTO Lvs 10-20         HP 30  ATK 80  DEF 90  SPATK 55  SPDEF 45  SPEED 55 
KABUTO Lvs 30-35         HP 30  ATK 80  DEF 90  SPATK 55  SPDEF 45  SPEED 55 
KABUTO Lvs 5-10          HP 30  ATK 80  DEF 90  SPATK 55  SPDEF 45  SPEED 55 
HITMONTOP Lvs 20-30      HP 50  ATK 95  DEF 95  SPATK 35  SPDEF 110 SPEED 70 

Set #69 - ROUTE 120 Fishing (rate=30)
CUBONE Lvs 5-10          HP 50  ATK 50  DEF 95  SPATK 40  SPDEF 50  SPEED 35 
POLITOED Lvs 5-10        HP 90  ATK 75  DEF 75  SPATK 90  SPDEF 100 SPEED 70 
CUBONE Lvs 10-30         HP 50  ATK 50  DEF 95  SPATK 40  SPDEF 50  SPEED 35 
POLITOED Lvs 10-30       HP 90  ATK 75  DEF 75  SPATK 90  SPDEF 100 SPEED 70 
LICKITUNG Lvs 10-30      HP 90  ATK 55  DEF 75  SPATK 60  SPDEF 75  SPEED 30 
LICKITUNG Lvs 25-30      HP 90  ATK 55  DEF 75  SPATK 60  SPDEF 75  SPEED 30 
LICKITUNG Lvs 30-35      HP 90  ATK 55  DEF 75  SPATK 60  SPDEF 75  SPEED 30 
LICKITUNG Lvs 20-25      HP 90  ATK 55  DEF 75  SPATK 60  SPDEF 75  SPEED 30 
LICKITUNG Lvs 35-40      HP 90  ATK 55  DEF 75  SPATK 60  SPDEF 75  SPEED 30 
LICKITUNG Lvs 40-45      HP 90  ATK 55  DEF 75  SPATK 60  SPDEF 75  SPEED 30 

Set #70 - ROUTE 121 Grass/Cave (rate=20)
FARFETCH’D Lv26          HP 52  ATK 65  DEF 55  SPATK 58  SPDEF 62  SPEED 60 
MEDITITE Lv26            HP 30  ATK 40  DEF 55  SPATK 40  SPDEF 55  SPEED 60 
PELIPPER Lv26            HP 60  ATK 50  DEF 100 SPATK 85  SPDEF 70  SPEED 65 
MEDITITE Lv28            HP 30  ATK 40  DEF 55  SPATK 40  SPDEF 55  SPEED 60 
PELIPPER Lv28            HP 60  ATK 50  DEF 100 SPATK 85  SPDEF 70  SPEED 65 
GROWLITHE Lv26           HP 55  ATK 70  DEF 45  SPATK 70  SPDEF 50  SPEED 60 
GROWLITHE Lv28           HP 55  ATK 70  DEF 45  SPATK 70  SPDEF 50  SPEED 60 
BARBOACH Lv28            HP 50  ATK 48  DEF 43  SPATK 46  SPDEF 41  SPEED 60 
QUILAVA Lv26             HP 58  ATK 64  DEF 58  SPATK 80  SPDEF 65  SPEED 80 
QUILAVA Lv27             HP 58  ATK 64  DEF 58  SPATK 80  SPDEF 65  SPEED 80 
QUILAVA Lv28             HP 58  ATK 64  DEF 58  SPATK 80  SPDEF 65  SPEED 80 
LATIOS Lv25              HP 80  ATK 90  DEF 80  SPATK 130 SPDEF 110 SPEED 110

Set #71 - ROUTE 121 Surfing (rate=4)
VENOMOTH Lvs 5-35        HP 70  ATK 65  DEF 60  SPATK 90  SPDEF 75  SPEED 90 
GLIGAR Lvs 10-30         HP 65  ATK 75  DEF 105 SPATK 35  SPDEF 65  SPEED 85 
GLIGAR Lvs 15-25         HP 65  ATK 75  DEF 105 SPATK 35  SPDEF 65  SPEED 85 
GRANBULL Lvs 25-30       HP 90  ATK 120 DEF 75  SPATK 60  SPDEF 60  SPEED 45 
GRANBULL Lvs 25-30       HP 90  ATK 120 DEF 75  SPATK 60  SPDEF 60  SPEED 45 

Set #72 - ROUTE 121 Fishing (rate=30)
FEAROW Lvs 5-10          HP 65  ATK 90  DEF 65  SPATK 61  SPDEF 61  SPEED 100
LUVDISC Lvs 5-10         HP 43  ATK 30  DEF 55  SPATK 40  SPDEF 65  SPEED 97 
FEAROW Lvs 10-30         HP 65  ATK 90  DEF 65  SPATK 61  SPDEF 61  SPEED 100
LUVDISC Lvs 10-30        HP 43  ATK 30  DEF 55  SPATK 40  SPDEF 65  SPEED 97 
STEELIX Lvs 10-30        HP 75  ATK 85  DEF 200 SPATK 55  SPDEF 65  SPEED 30 
STEELIX Lvs 25-30        HP 75  ATK 85  DEF 200 SPATK 55  SPDEF 65  SPEED 30 
STEELIX Lvs 30-35        HP 75  ATK 85  DEF 200 SPATK 55  SPDEF 65  SPEED 30 
STEELIX Lvs 20-25        HP 75  ATK 85  DEF 200 SPATK 55  SPDEF 65  SPEED 30 
STEELIX Lvs 35-40        HP 75  ATK 85  DEF 200 SPATK 55  SPDEF 65  SPEED 30 
STEELIX Lvs 40-45        HP 75  ATK 85  DEF 200 SPATK 55  SPDEF 65  SPEED 30 

Set #73 - ROUTE 122 Surfing (rate=4)
METAPOD Lvs 5-35         HP 50  ATK 20  DEF 55  SPATK 25  SPDEF 25  SPEED 30 
LUNATONE Lvs 10-30       HP 70  ATK 55  DEF 65  SPATK 95  SPDEF 85  SPEED 70 
LUNATONE Lvs 15-25       HP 70  ATK 55  DEF 65  SPATK 95  SPDEF 85  SPEED 70 
TROPIUS Lvs 25-30        HP 99  ATK 68  DEF 83  SPATK 72  SPDEF 87  SPEED 51 
TROPIUS Lvs 25-30        HP 99  ATK 68  DEF 83  SPATK 72  SPDEF 87  SPEED 51 

Set #74 - ROUTE 122 Fishing (rate=30)
RALTS Lvs 5-10           HP 28  ATK 25  DEF 25  SPATK 45  SPDEF 35  SPEED 40 
RELICANTH Lvs 5-10       HP 100 ATK 90  DEF 130 SPATK 45  SPDEF 65  SPEED 55 
RALTS Lvs 10-30          HP 28  ATK 25  DEF 25  SPATK 45  SPDEF 35  SPEED 40 
RELICANTH Lvs 10-30      HP 100 ATK 90  DEF 130 SPATK 45  SPDEF 65  SPEED 55 
MARILL Lvs 10-30         HP 70  ATK 20  DEF 50  SPATK 20  SPDEF 50  SPEED 40 
SEAKING Lvs 30-35        HP 80  ATK 92  DEF 65  SPATK 65  SPDEF 80  SPEED 68 
MARILL Lvs 30-35         HP 70  ATK 20  DEF 50  SPATK 20  SPDEF 50  SPEED 40 
MARILL Lvs 25-30         HP 70  ATK 20  DEF 50  SPATK 20  SPDEF 50  SPEED 40 
MARILL Lvs 35-40         HP 70  ATK 20  DEF 50  SPATK 20  SPDEF 50  SPEED 40 
MARILL Lvs 40-45         HP 70  ATK 20  DEF 50  SPATK 20  SPDEF 50  SPEED 40 

Set #75 - ROUTE 123 Grass/Cave (rate=20)
CRAWDAUNT Lv26           HP 63  ATK 120 DEF 85  SPATK 90  SPDEF 55  SPEED 55 
KECLEON Lv26             HP 60  ATK 90  DEF 70  SPATK 60  SPDEF 120 SPEED 40 
SPHEAL Lv26              HP 70  ATK 40  DEF 50  SPATK 55  SPDEF 50  SPEED 25 
KECLEON Lv28             HP 60  ATK 90  DEF 70  SPATK 60  SPDEF 120 SPEED 40 
SPHEAL Lv28              HP 70  ATK 40  DEF 50  SPATK 55  SPDEF 50  SPEED 25 
SPINARAK Lv26            HP 40  ATK 60  DEF 40  SPATK 40  SPDEF 40  SPEED 30 
SPINARAK Lv28            HP 40  ATK 60  DEF 40  SPATK 40  SPDEF 40  SPEED 30 
PLUSLE Lv28              HP 60  ATK 50  DEF 40  SPATK 85  SPDEF 75  SPEED 95 
CATERPIE Lv26            HP 45  ATK 30  DEF 35  SPATK 20  SPDEF 20  SPEED 45 
CATERPIE Lv27            HP 45  ATK 30  DEF 35  SPATK 20  SPDEF 20  SPEED 45 
CATERPIE Lv28            HP 45  ATK 30  DEF 35  SPATK 20  SPDEF 20  SPEED 45 
TENTACOOL Lv25           HP 40  ATK 40  DEF 35  SPATK 50  SPDEF 100 SPEED 70 

Set #76 - ROUTE 123 Surfing (rate=4)
AGGRON Lvs 5-35          HP 70  ATK 110 DEF 180 SPATK 60  SPDEF 60  SPEED 50 
GROWLITHE Lvs 10-30      HP 55  ATK 70  DEF 45  SPATK 70  SPDEF 50  SPEED 60 
GROWLITHE Lvs 15-25      HP 55  ATK 70  DEF 45  SPATK 70  SPDEF 50  SPEED 60 
MAKUHITA Lvs 25-30       HP 72  ATK 60  DEF 30  SPATK 20  SPDEF 30  SPEED 25 
MAKUHITA Lvs 25-30       HP 72  ATK 60  DEF 30  SPATK 20  SPDEF 30  SPEED 25 

Set #77 - ROUTE 123 Fishing (rate=30)
WOBBUFFET Lvs 5-10       HP 190 ATK 33  DEF 58  SPATK 33  SPDEF 58  SPEED 33 
MANTINE Lvs 5-10         HP 65  ATK 40  DEF 70  SPATK 80  SPDEF 140 SPEED 70 
WOBBUFFET Lvs 10-30      HP 190 ATK 33  DEF 58  SPATK 33  SPDEF 58  SPEED 33 
MANTINE Lvs 10-30        HP 65  ATK 40  DEF 70  SPATK 80  SPDEF 140 SPEED 70 
KOFFING Lvs 10-30        HP 40  ATK 65  DEF 95  SPATK 60  SPDEF 45  SPEED 35 
KOFFING Lvs 25-30        HP 40  ATK 65  DEF 95  SPATK 60  SPDEF 45  SPEED 35 
KOFFING Lvs 30-35        HP 40  ATK 65  DEF 95  SPATK 60  SPDEF 45  SPEED 35 
KOFFING Lvs 20-25        HP 40  ATK 65  DEF 95  SPATK 60  SPDEF 45  SPEED 35 
KOFFING Lvs 35-40        HP 40  ATK 65  DEF 95  SPATK 60  SPDEF 45  SPEED 35 
KOFFING Lvs 40-45        HP 40  ATK 65  DEF 95  SPATK 60  SPDEF 45  SPEED 35 

Set #78 - MT. PYRE Grass/Cave (rate=10)
FORRETRESS Lv27          HP 75  ATK 90  DEF 140 SPATK 60  SPDEF 60  SPEED 40 
FORRETRESS Lv28          HP 75  ATK 90  DEF 140 SPATK 60  SPDEF 60  SPEED 40 
FORRETRESS Lv26          HP 75  ATK 90  DEF 140 SPATK 60  SPDEF 60  SPEED 40 
FORRETRESS Lv25          HP 75  ATK 90  DEF 140 SPATK 60  SPDEF 60  SPEED 40 
FORRETRESS Lv29          HP 75  ATK 90  DEF 140 SPATK 60  SPDEF 60  SPEED 40 
FORRETRESS Lv24          HP 75  ATK 90  DEF 140 SPATK 60  SPDEF 60  SPEED 40 
FORRETRESS Lv23          HP 75  ATK 90  DEF 140 SPATK 60  SPDEF 60  SPEED 40 
FORRETRESS Lv22          HP 75  ATK 90  DEF 140 SPATK 60  SPDEF 60  SPEED 40 
FORRETRESS Lv29          HP 75  ATK 90  DEF 140 SPATK 60  SPDEF 60  SPEED 40 
FORRETRESS Lv24          HP 75  ATK 90  DEF 140 SPATK 60  SPDEF 60  SPEED 40 
FORRETRESS Lv29          HP 75  ATK 90  DEF 140 SPATK 60  SPDEF 60  SPEED 40 
FORRETRESS Lv24          HP 75  ATK 90  DEF 140 SPATK 60  SPDEF 60  SPEED 40 

Set #79 - MT. PYRE Grass/Cave (rate=10)
SNEASEL Lv27             HP 55  ATK 95  DEF 55  SPATK 35  SPDEF 75  SPEED 115
SNEASEL Lv28             HP 55  ATK 95  DEF 55  SPATK 35  SPDEF 75  SPEED 115
SNEASEL Lv26             HP 55  ATK 95  DEF 55  SPATK 35  SPDEF 75  SPEED 115
SNEASEL Lv25             HP 55  ATK 95  DEF 55  SPATK 35  SPDEF 75  SPEED 115
SNEASEL Lv29             HP 55  ATK 95  DEF 55  SPATK 35  SPDEF 75  SPEED 115
SNEASEL Lv24             HP 55  ATK 95  DEF 55  SPATK 35  SPDEF 75  SPEED 115
SNEASEL Lv23             HP 55  ATK 95  DEF 55  SPATK 35  SPDEF 75  SPEED 115
SNEASEL Lv22             HP 55  ATK 95  DEF 55  SPATK 35  SPDEF 75  SPEED 115
SNEASEL Lv29             HP 55  ATK 95  DEF 55  SPATK 35  SPDEF 75  SPEED 115
SNEASEL Lv24             HP 55  ATK 95  DEF 55  SPATK 35  SPDEF 75  SPEED 115
SNEASEL Lv29             HP 55  ATK 95  DEF 55  SPATK 35  SPDEF 75  SPEED 115
SNEASEL Lv24             HP 55  ATK 95  DEF 55  SPATK 35  SPDEF 75  SPEED 115

